id,categoria,titulo,descripcion,contacto,ubicacion,fecha_publicacion,hora_publicacion,imagenes_urls,imagen_url,fecha_expiracion,esta_activo,es_historico,fuente_original,edicion_numero,fecha_publicacion_original,contactos_multiples,tamaño
0jvSfIZL4V,empleos,VETERINARIOS DE LOS POBRES A DOMICILIO CAMPAÑA A PRECIOS ECONOMICOS,"Peluquería con baño y desparasitación S/25, vacuna y desp. S/.30, anticonceptivo S/26, esterilización hembra desde S/.35 a 70, esterilización de macho aprox. S/.20, limpieza dental de sarro S/30. Extracción dental. Eutanasia aprox. S/35. Venta de Golden Retriever. Gatos y cachorros damos en adopción. Para la atención reservar CUPO al WhatsApp",924349665,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""whatsapp"",""valor"":""924349665"",""principal"":true}]",mediano
_XTZ_BF_fk,inmuebles,VENTA DE DEPARTAMENTOS Trato directo con el propietario Ofrece departamentos,"VENTAS MINI DEPARTAMENTOS de 2 habitaciones desde $40,000 a más en Av. Costaneras (paradero Virgen del Carmen). VENTAS DEPARTAMENTOS desde $70,000, en Urb. Túpac Amaru, San Sebastián, de 3 dormitorios, sala, comedor, cocina y 2 baños. Informes: San Jerónimo paradero San Juan (ex Banco de la Nación) Razón Cels. , , , . 084-217140",956717470,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""956717470"",""principal"":true},{""tipo"":""telefono"",""valor"":""953278234"",""principal"":false},{""tipo"":""telefono"",""valor"":""913104198"",""principal"":false}]",mediano
pWOnIBv4Q6,inmuebles,POR OCASIÓN VENDO DÚPLEX DE 200 M² Y DEPARTAMENTO DE,"220 M² En calle Bellavista Huancaro “Edificio Concordia”, ambos constan de sala, comedor, cocina con reposteros altos y bajos, 3 dormitorios, 3 baños, lavandería, ascensor y estacionamiento. Precio a tratar. los Cels. ,",984237167,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""984237167"",""principal"":true},{""tipo"":""telefono"",""valor"":""958192254"",""principal"":false}]",pequeño
C8rnKzTV1D,empleos,POLLERIA DAYANA Requiere el siguiente personal,"• 01 Ayudante de cocina de preferencia que sea varón con experiencia • 01 Maestro pollero con experiencia • 01 Motorizado • Personal de limpieza (Sede Paradero Penal) • 01 Barman (Sede Paradero Penal) • Mozos medio tiempo turno tarde Entrevistas en Urb. Túpac Amaru N-1 Lote 9, San Sebastián (plazoleta Micaela Bastidas – Frente a la “U” Andina), partir de 12:00 pm al (LAS ENTREVISTAS SON PRESENCIALES)",984255309,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""984255309"",""principal"":true}]",mediano
37Y4-W-S9z,inmuebles,TERRENOS EN VENTA AL FRENTE DE LA LAGUNA DE HUAYPO.,"DESDE S/.30,000 LOTES DESDE 120 m² RAZON ,",991465833,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""991465833"",""principal"":true},{""tipo"":""telefono"",""valor"":""908644771"",""principal"":false}]",pequeño
FboWMt73s-,inmuebles,POR OCASIÓN VENDO TERRENO EN URB. LARAPA • Área 160,m² • Precio negociable • Trato directo con el propietario • Documentos en regla • Financiamiento con Banco,994936666,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""994936666"",""principal"":true}]",pequeño
44tY1O-xvO,inmuebles,Casa Hogar Adulto OFRECE,"• Profesionales capacitados para atención al adulto mayor: • Evaluación médica psiquiátrica y psicológica permanente • Enfermería las 24 horas (control de signos vitales todos los días) • Alimentación balanceada supervisada por nutricionista Buena infraestructura: • Amplias áreas verdes y árboles frutales • Habitaciones amplias, acogedoras, con iluminación natural, privadas y colectivas • Baños propios y comunes • Salón de juegos y diversión • Lavandería Otros servicios: • Transporte y acompañamiento a consultas medicas • Ambulancia las 24 horas (emergencias) • Estacionamiento privado Ubícanos en Prolongación Grau (costado de aldeas infantiles y Colegio Didaskalio) los n , , Facebook: “Casa Hogar Adulto”",964211120,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""964211120"",""principal"":true},{""tipo"":""telefono"",""valor"":""984898702"",""principal"":false},{""tipo"":""telefono"",""valor"":""997488977"",""principal"":false}]",mediano
4-DPcsiGR6,inmuebles,"ALQUILO LOCAL DE 50 m² CON VENTANA A LA CALLE,","BAÑO Y SERVICIOS INDEPENDIENTES; A UNOS PASOS DEL MERCADO SAN PEDRO CUSCO, EN CALLE NUEVA Nº455 CENTRO COMERCIAL “IMPERIO INCA”, 2do. PISO, Of. 201 (FRENTE AL C.C. TAHUANTINSUYO). IDEAL PARA CONSULTORIO DENTAL OBSTÉTRICO Y OTROS. INFORMES",951134744,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""951134744"",""principal"":true}]",pequeño
HcTeefsdUy,inmuebles,"Alquilo 2 tiendas con un canchón de 500 m², ideal","para taller de mecánica u otros negocios; ubicado en Versalles, Av. Comercio Lote A-4, Larapa - San Jerónimo, paradero , parte alta. Razón Cels. , .",986837783,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""986837783"",""principal"":true},{""tipo"":""telefono"",""valor"":""950339825"",""principal"":false}]",pequeño
TfANQcW2-E,inmuebles,Alquilo restaurante bar de 150 m² totalmente implementado listo para,"trabajar, ubicado en Pasaje Grace Nº614 frente al parque del Koricancha, zona altamente transitable. Razón .",993287303,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""993287303"",""principal"":true}]",pequeño
sj8JQvhedP,inmuebles,Se alquila área techada de 100 m² y stands; todos,"ubicados en puente Tupac Amaru – San Sebastián (frente al colegio de Ingenieros). los Cels. ,",984740928,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""984740928"",""principal"":true},{""tipo"":""telefono"",""valor"":""993783024"",""principal"":false}]",pequeño
1JTp4XlmIa,inmuebles,Se alquila espacio de tienda comercial para venta de frutas,"verduras o carne, por calle Ccascaparo chico. .",953056503,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""953056503"",""principal"":true}]",pequeño
bLD-ZiylLi,inmuebles,Se alquila espacio en 1er. piso para agencia de venta,"de vuelos aéreos y una oficina en 2do. piso, para agencia de viajes, operadores o similares en Av. Sol primera cuadra cerca de plaza de Armas. Razón , . (ver previa cita)",940672380,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""940672380"",""principal"":true},{""tipo"":""telefono"",""valor"":""964959904"",""principal"":false}]",pequeño
VLVXYQTmVa,inmuebles,"Se alquila oficina con vista panorámica, ubicada en edificio “El","Roble”, en Av. Micaela Bastidas Nº443, Of. 802 (en esquina de EsSalud). Razón",984779727,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""984779727"",""principal"":true}]",pequeño
uRH8nskeTt,inmuebles,Se alquila un puesto de venta de frutas en el,"mercado de Ttio. los Cels. , .",950888103,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""950888103"",""principal"":true},{""tipo"":""telefono"",""valor"":""992879829"",""principal"":false}]",pequeño
B6FgLej_Si,inmuebles,Alquilo 2 locales comerciales cuenta con baño privado y lavador,"independiente, ideales para todo tipo de negocio; ubicados en la Av. de la Cultura, paradero Andina de bajada (referencia frente a la Andina-Larapa). Informes Cels. , .",949779857,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""949779857"",""principal"":true},{""tipo"":""telefono"",""valor"":""921132139"",""principal"":false}]",pequeño
aF9LrTACCV,inmuebles,Alquilo bonitos locales para Oficinas o Consultorios con baño privado,"y servicios independientes, desde el 1er. piso al 5to. piso; en la Av. de la Cultura Nº 2116, (frente a la Urb. Magisterio, local Tinka), Urb. Santa Rosa de la Guardia Civil - Wánchaq. .",995870971,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""995870971"",""principal"":true}]",pequeño
VOKRzb3sqU,inmuebles,"Alquilo local comercial (tienda con trastienda) con servicios independientes, ideal","para oficinas, consultorios u otros; excelente ubicación en la Av. Micaela Bastidas (altura del Ministerio de Transportes, frente a SENATI). .",984700400,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""984700400"",""principal"":true}]",pequeño
y8Nkh33TTG,inmuebles,"Alquilo local comercial con altillo, baño y reposteros altos y","bajos con barra, servicios independientes ubicado en paradero Morro, a una cuadra del C.C. El Molino, precio S/750 soles. Razón .",983355263,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""983355263"",""principal"":true}]",pequeño
ssuUpR-n8N,inmuebles,"Alquilo local comercial con baño independiente, ideal para cualquier tipo","de negocio (no restaurante). Y también vendo colchones de 1 plaza de espuma, en Av. Pachacutec cerca al estadio Garcilaso. .",984305065,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""984305065"",""principal"":true}]",pequeño
qRs9vYkWZu,inmuebles,Alquilo local comercial con baño privado; en Av. Pachacutec (Frente,a Perú Rail). .,932429892,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""932429892"",""principal"":true}]",pequeño
mOyB3FIDYs,inmuebles,Alquilo local comercial con salón amplio y 2 baños; en,"la Av. de la Cultura (altura de Marcavalle). los Cels. , .",992723595,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""992723595"",""principal"":true},{""tipo"":""telefono"",""valor"":""974781218"",""principal"":false}]",pequeño
gXvE7Mklp5,inmuebles,Alquilo local comercial super amplio con SS.HH. en zona estratégica,"y comercial. Av. Micaela Batidas con Pedro Vilcapaza, (frente al Ministerio Transportes). .",993539396,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""993539396"",""principal"":true}]",pequeño
d1pb6SPDkp,inmuebles,"Alquilo local comercial, urb. Cerveceros - Marcavalle, 290 m², 8","oficinas/consultorios, 2 ambientes amplios multiuso, 3 baños renovados, 1 almacén pequeño, s/6500 soles. o al WhatsApp . Abstenerse intermediarios.",920450658,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""whatsapp"",""valor"":""920450658"",""principal"":true},{""tipo"":""whatsapp"",""valor"":""967743033"",""principal"":false}]",pequeño
6w-zUtfu3x,inmuebles,Ocasión,"Local en alquiler de 270 m² en Av. Manzanapata - Santiago. Ubicación estratégica en área comercial, ideal para cooperativas, farmacias, mueblería y afines. Abstenerse: bares, restaurantes, pollerías. los Cels. , .",993484394,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""993484394"",""principal"":true},{""tipo"":""telefono"",""valor"":""974276766"",""principal"":false}]",pequeño
9D7YAMdHLl,inmuebles,Se alquila local comercial de 30 m² en esquina de,"Jr. Acomayo con Av. Tupac Amaru, cuenta con servicios independientes, ideal para Farmacia, bodega o consultorio. los Cels. , .",973373588,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""973373588"",""principal"":true},{""tipo"":""telefono"",""valor"":""993001251"",""principal"":false}]",pequeño
Rg_fT1PCcr,inmuebles,"Alquilo local comercial de 70 m², ubicado en la calle",Santa Teresa - costado del Municipio Central. Razón .,948500038,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""948500038"",""principal"":true}]",pequeño
3D8MNy-BTL,inmuebles,"Alquilo casa con 5 dormitorios amoblados, sala-comedor, cocina amoblada y","4 baños; ubicada en Urb. Santa Eulalia A-6, San Sebastián (altura del 1er. paradero). Razón",947734290,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""947734290"",""principal"":true}]",pequeño
IBEeRBRoKy,inmuebles,Se alquila una casa de 2 pisos interior consta de,"3 habitaciones, sala, cocina, acceso independiente, patio compartido, servicios independientes, garaje opcional, en Urb. Covipol D-1. Av. Collasuyo detrás de Magisterio. Razón .",982072829,"Cusco, Perú",2024-06-20,09:00,,,,false,true,rueda_negocios,R2538,2024-06-20,"[{""tipo"":""telefono"",""valor"":""982072829"",""principal"":true}]",pequeño
